Ref,Name,Category,Address,Days,Hours,Number of Reviews,Rating,Excellent,Very Good,Average,Poor,Terrible,Certified,Latitude,Longitude
/Attraction_Review-g303631-d10962054-Reviews-Banco_Honda_Hall-Sao_Paulo_State_of_Sao_Paulo.html,Banco Honda Hall,,"Rua Júlio Diniz, 176 | Vila Olimpia, São Paulo, Estado de São Paulo 04547-090, Brasil",,,77.0,"4,0",19%,57%,18%,3%,3%,False,-23.59947,-46.68503
/Attraction_Review-g303631-d2350179-Reviews-Church_of_the_Third_Order_of_Carmo-Sao_Paulo_State_of_Sao_Paulo.html,Igreja da Ordem Terceira do Carmo,Igrejas e catedrais,"Av. Rangel Pestana, 230 | Brás - Centro, São Paulo, Estado de São Paulo 01017-000, Brasil",,,28.0,"4,0",28%,65%,0%,7%,0%,False,-23.54943,-46.62922
/Attraction_Review-g303631-d4375842-Reviews-Image_House_and_Alley_Pinto-Sao_Paulo_State_of_Sao_Paulo.html,Casa da Imagem e Beco do Pinto,Museus especializados,"Rua Roberto Simonsen s/n | Centro, São Paulo, Estado de São Paulo 01017-020, Brasil",,,40.0,"4,0",30%,48%,20%,2%,0%,False,-23.46325,-46.53599
/Attraction_Review-g303631-d4377516-Reviews-Casa_Guilherme_de_Almeida-Sao_Paulo_State_of_Sao_Paulo.html,Casa Guilherme de Almeida,Museus especializados,"Rua Macapa 187 | Perdizes, São Paulo, Estado de São Paulo 01251-080, Brasil",,,23.0,"4,5",53%,47%,0%,0%,0%,False,-23.54681,-46.67405
/Attraction_Review-g303631-d13100333-Reviews-Emporio_da_Cerveja-Sao_Paulo_State_of_Sao_Paulo.html,Emporio da Cerveja,Cervejarias,"Rua Domingos de Morais 265 | Vila Mariana, São Paulo, Estado de São Paulo 04009-000, Brasil",Seg - Qui,10:00 - 19:00,6.0,"4,5",84%,0%,0%,16%,0%,False,-23.57949,-46.64045
/Attraction_Review-g303631-d2350360-Reviews-English_Village-Sao_Paulo_State_of_Sao_Paulo.html,Vila dos Ingleses,Áreas históricas para caminhadas,"Rua Mauá, 836 | Luz, São Paulo, Estado de São Paulo 01028-000, Brasil",,,17.0,"4,0",23%,43%,29%,5%,0%,False,-23.66845,-46.47879
/Attraction_Review-g303631-d8704118-Reviews-Teatro_Cacilda_Becker-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Cacilda Becker,Teatros,"Rua Tito 295 | Lapa, São Paulo, Estado de São Paulo 05051-000, Brasil",,,17.0,"4,5",48%,47%,5%,0%,0%,False,-23.52807,-46.69329
/Attraction_Review-g303631-d6839500-Reviews-Praca_Panamericana-Sao_Paulo_State_of_Sao_Paulo.html,Praça Panamericana,Pontos de interesse,"Praca Pan-Americana, São Paulo, Estado de São Paulo 05461-000, Brasil",,,28.0,"3,5",10%,41%,39%,10%,0%,False,-22.93191,-47.06383
/Attraction_Review-g303631-d8822004-Reviews-Praca_do_Patriarca-Sao_Paulo_State_of_Sao_Paulo.html,Praça do Patriarca,Pontos de interesse,"São Paulo, Estado de São Paulo, Brasil",,,15.0,"3,0",20%,13%,35%,26%,6%,False,-23.20497,-47.30416
/Attraction_Review-g303631-d10373257-Reviews-Paroquia_Santo_Antonio_do_Pari-Sao_Paulo_State_of_Sao_Paulo.html,Paroquia Santo Antonio do Parí,Igrejas e catedrais,"Praca Padre Bento 13, São Paulo, Estado de São Paulo 03031-050, Brasil",,,10.0,"4,5",40%,50%,10%,0%,0%,False,-23.53316,-46.61873
/Attraction_Review-g303631-d4127465-Reviews-Teatro_Paulo_Autran-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Paulo Autran,Teatros,"Rua Pais Leme 195 | SESC Pinheiros, São Paulo, Estado de São Paulo 05424-150, Brasil",,,43.0,"4,0",32%,58%,6%,2%,2%,False,-23.56764,-46.69928
/Attraction_Review-g303631-d4479903-Reviews-Ecological_Park_Guarapiranga-Sao_Paulo_State_of_Sao_Paulo.html,Parque Ecológico Guarapiranga,Parques,"Estrada da Riviera, 3.286 | Riviera Paulista, São Paulo, Estado de São Paulo 04916-000, Brasil",,,47.0,"4,0",31%,53%,12%,0%,4%,False,-23.70052,-46.74567
/Attraction_Review-g303631-d3589548-Reviews-Victor_Civita_Square-Sao_Paulo_State_of_Sao_Paulo.html,Praça Victor Civita,Parques,"Rua Sumidouro 580 | Pinheiros São Paulo, São Paulo, Estado de São Paulo 05428-010, Brasil",Dom - Sáb,06:30 - 19:00,41.0,"4,0",49%,36%,4%,9%,2%,False,-23.56495,-46.70116
/Attraction_Review-g303631-d4127122-Reviews-Paulo_Eiro_Theater-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Paulo Eiro,Teatros,"Avenida Adolfo Pinheiro 765, São Paulo, Estado de São Paulo 04733-100, Brasil",,,18.0,"4,5",38%,51%,11%,0%,0%,False,-23.64724,-46.70226
/Attraction_Review-g303631-d19407862-Reviews-Mis_Experience-Sao_Paulo_State_of_Sao_Paulo.html,Mis Experience,Museus especializados,"Rua Vladimir Herzog 75 | Água Branca, São Paulo, Estado de São Paulo 05036-025, Brasil",,,21.0,"4,0",54%,28%,14%,0%,4%,False,-23.51294,-46.69352
/Attraction_Review-g303631-d6692474-Reviews-Igreja_Nossa_Senhora_Do_Rosario_Dos_Homens_Pretos-Sao_Paulo_State_of_Sao_Paulo.html,Igreja Nossa Senhora Do Rosário Dos Homens Pretos,Igrejas e catedrais,"Largo do Paissandú, s/nº, São Paulo, Estado de São Paulo 01034-010, Brasil",Dom,09:00 - 09:30,22.0,"4,0",38%,22%,36%,4%,0%,False,-23.54278,-46.63775
/Attraction_Review-g303631-d8153309-Reviews-Palacio_dos_Correios-Sao_Paulo_State_of_Sao_Paulo.html,Palácio dos Correios,Pontos de interesse,"Avenida Sao Joao 1588 | Vale do Anhangabaú, São Paulo, Estado de São Paulo 01211-900, Brasil",,,15.0,"4,5",54%,46%,0%,0%,0%,False,-23.53667,-46.65062
/Attraction_Review-g303631-d12904418-Reviews-Catedral_Metropolitana_Ortodoxa_de_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Catedral Metropolitana Ortodoxa de Sao Paulo,Igrejas e catedrais,"Rua Vergueiro 1515 | Estación Paraíso Linea Azul, São Paulo, Estado de São Paulo 04101-000, Brasil",Seg - Sex,09:00 - 13:00,7.0,"5,0",86%,14%,0%,0%,0%,False,-23.57583,-46.64066
/Attraction_Review-g303631-d10117396-Reviews-Lohan_Temple-Sao_Paulo_State_of_Sao_Paulo.html,Templo Lohan,Locais religiosos e sagrados,"Rua Conselheiro Furtado, 445, São Paulo, Estado de São Paulo 01511-000, Brasil",,,12.0,"4,0",42%,33%,25%,0%,0%,False,-23.55683,-46.63284
/Attraction_Review-g303631-d13286016-Reviews-Auditorio_Simon_Bolivar-Sao_Paulo_State_of_Sao_Paulo.html,Auditorio Simon Bolivar,Pontos de interesse,"Avenida Auro Soares de Moura Andrade 664 | interno ao complexo Memorial da América Latina, São Paulo, Estado de São Paulo 01156-001, Brasil",,,4.0,"4,5",50%,50%,0%,0%,0%,False,0.0,0.0
/Attraction_Review-g303631-d4377471-Reviews-Memorial_Sao_Paulo_Football_Club-Sao_Paulo_State_of_Sao_Paulo.html,Memorial São Paulo Futebol Clube,Museus de história,"Avenida Giovanni Gronchi 17 | Morumbi, São Paulo, Estado de São Paulo 05651-000, Brasil",,,25.0,"4,5",48%,36%,16%,0%,0%,False,-23.59933,-46.70866
/Attraction_Review-g303631-d4722282-Reviews-Memorial_17_de_Julho-Sao_Paulo_State_of_Sao_Paulo.html,Memorial 17 de Julho,Pontos de interesse,"Av. Washington Luiz, São Paulo, Estado de São Paulo 04613-000, Brasil",,,40.0,"3,5",17%,30%,43%,5%,5%,False,-23.89255,-46.43075
/Attraction_Review-g303631-d8417444-Reviews-Teatro_Viradalata-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Viradalata,Teatros,"Rua Apinajés, 1387- Perdizes, São Paulo, Estado de São Paulo, Brasil",,,35.0,"4,0",28%,39%,31%,2%,0%,False,-23.54221,-46.6835
/Attraction_Review-g303631-d4127121-Reviews-Maria_Della_Costa_Theater-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Maria Della Costa,Teatros,"Rua Paim 72, São Paulo, Estado de São Paulo 01306-010, Brasil",,,27.0,"2,5",0%,18%,38%,22%,22%,False,-23.5548,-46.64935
/Attraction_Review-g303631-d10711744-Reviews-Shopping_Atibaia-Sao_Paulo_State_of_Sao_Paulo.html,Shopping Atibaia,Pontos de interesse,"Shopping Atibaia, Rodovia Fernao Dias km 49,6 | Sentido Atibaia, km 49,6., São Paulo, Estado de São Paulo 12948-000, Brasil",,,3.0,"3,5",33%,0%,67%,0%,0%,False,0.0,0.0
/Attraction_Review-g303631-d12911808-Reviews-Teatro_BTC_Metro-Sao_Paulo_State_of_Sao_Paulo.html,Teatro BTC Metrô,Teatros,"Rua Santa Cruz 2105 | Vila Mariana, São Paulo, Estado de São Paulo 04121-002, Brasil",Qua - Qui,10:00 - 18:00,15.0,"4,0",41%,40%,0%,13%,6%,False,-23.5972,-46.62993
/Attraction_Review-g303631-d11874280-Reviews-Avenida_Ipiranga-Sao_Paulo_State_of_Sao_Paulo.html,Avenida Ipiranga,Pontos de interesse,"Avenida Ipiranga, São Paulo, Estado de São Paulo 01039-000, Brasil",,,10.0,"4,5",60%,30%,0%,10%,0%,False,-23.54306,-46.64114
/Attraction_Review-g303631-d2350333-Reviews-Vilaboin_Square-Sao_Paulo_State_of_Sao_Paulo.html,Praça Vilaboim,Pontos de interesse,"Praça Vilaboim s/n | Higienópolis, São Paulo, Estado de São Paulo 01241-010, Brasil",,,80.0,"4,0",26%,54%,13%,6%,1%,False,-23.54458,-46.66063
/Attraction_Review-g303631-d7759435-Reviews-Jardim_Europa-Sao_Paulo_State_of_Sao_Paulo.html,Jardim Europa,Bairros,"São Paulo, Estado de São Paulo 01449-000, Brasil",,,19.0,"4,5",36%,54%,10%,0%,0%,False,-23.20497,-47.30416
/Attraction_Review-g303631-d2350096-Reviews-Japan_Foudation-Sao_Paulo_State_of_Sao_Paulo.html,Fundação Japão,Museus especializados,"Av. Paulista,  37 | Paraíso, São Paulo, Estado de São Paulo 01311-902, Brasil",Ter - Sex,10:30 - 19:30,23.0,"4,5",61%,39%,0%,0%,0%,False,-23.63319,-46.56614
/Attraction_Review-g303631-d11829080-Reviews-Marco_Zero-Sao_Paulo_State_of_Sao_Paulo.html,Marco Zero,Monumentos e estátuas,"Praça da Sé, São Paulo, Estado de São Paulo 01001-001, Brasil",,,10.0,"4,0",30%,40%,10%,20%,0%,False,-23.55083,-46.63391
/Attraction_Review-g303631-d4451225-Reviews-Museum_of_the_City_of_Sao_Paulo_House_No_1-Sao_Paulo_State_of_Sao_Paulo.html,Museu da Cidade de São Paulo Casa Nº 1,Museus especializados,"Rua Roberto Simonsen, 136 B | Centro, São Paulo, Estado de São Paulo 01017-020, Brasil",,,27.0,"4,0",22%,67%,11%,0%,0%,False,-23.46331,-46.53653
/Attraction_Review-g303631-d12822644-Reviews-SESC_Santana-Sao_Paulo_State_of_Sao_Paulo.html,SESC Santana,Complexos esportivos,"Avenida Luiz Dumont Villares 579 | R. Dr. José António dos Santos 21, São Paulo, Estado de São Paulo 02085-100, Brasil",,,9.0,"3,5",22%,34%,22%,22%,0%,False,0.0,0.0
/Attraction_Review-g303631-d8444987-Reviews-Parque_Ecologico_Candido_Portinari-Sao_Paulo_State_of_Sao_Paulo.html,Parque Ecológico Cândido Portinari,Parques públicos,"São Paulo, Estado de São Paulo, Brasil",,,15.0,"4,0",33%,54%,13%,0%,0%,False,-23.20497,-47.30416
/Attraction_Review-g303631-d4127369-Reviews-Orion_Theater-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Orion,Teatros,"Rua Aurora 753, São Paulo, Estado de São Paulo 01209-003, Brasil",,,7.0,"2,5",0%,30%,14%,28%,28%,False,-23.54176,-46.64327
/Attraction_Review-g303631-d8703432-Reviews-Dialogue_in_the_dark-Sao_Paulo_State_of_Sao_Paulo.html,Diálogo no escuro,Museus especializados,"Rua Oscar Freire, 2500 | Ao lado do Metrô Sumaré, São Paulo, Estado de São Paulo 05409-012, Brasil",Seg,09:00 - 09:15,48.0,"5,0",94%,2%,2%,2%,0%,False,-23.55111,-46.67848
/Attraction_Review-g303631-d8445269-Reviews-Parque_Guarapiranga-Sao_Paulo_State_of_Sao_Paulo.html,Parque Guarapiranga,Florestas,"Avenida Guarapiranga 575, São Paulo, Estado de São Paulo 04911-015, Brasil",,,22.0,"4,0",13%,56%,31%,0%,0%,False,-23.67621,-46.73431
/Attraction_Review-g303631-d12856747-Reviews-Paroquia_Sao_Joao_de_Brito-Sao_Paulo_State_of_Sao_Paulo.html,Paróquia São João de Brito,Igrejas e catedrais,"Rua Nebraska 868 | Brooklin, São Paulo, Estado de São Paulo 04560-012, Brasil",Dom,07:30 - 11:00,4.0,"4,5",50%,25%,25%,0%,0%,False,-23.60789,-46.68446
/Attraction_Review-g303631-d2703930-Reviews-Matilha_Cultural-Sao_Paulo_State_of_Sao_Paulo.html,Matilha Cultural,Teatros,"Rua Rego Freitas 542, São Paulo, Estado de São Paulo 01220-010, Brasil",Seg - Sáb,08:00 - 17:00,24.0,"4,5",67%,29%,4%,0%,0%,False,-23.54698,-46.64681
/Attraction_Review-g303631-d4127631-Reviews-Alianca_Francesa_Theater-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Aliança Francesa,Teatros,"Rua General Jardim 182, São Paulo, Estado de São Paulo 01223-010, Brasil",,,29.0,"4,0",13%,67%,17%,0%,3%,False,-23.54476,-46.64595
/Attraction_Review-g303631-d12251731-Reviews-Obelisco_e_Monumento_Mausoleu_ao_Soldado_Constitucionalista_de_32-Sao_Paulo_Stat.html,Obelisco e Monumento Mausoléu ao Soldado Constitucionalista de 32,Pontos de interesse,"Praca Ibrahim Nobre | Vila Mariana - Parque do Ibirapuera, São Paulo, Estado de São Paulo 04008-140, Brasil",,,10.0,"4,5",60%,10%,30%,0%,0%,False,0.0,0.0
/Attraction_Review-g303631-d10467167-Reviews-Monumento_de_Borba_Gato-Sao_Paulo_State_of_Sao_Paulo.html,Monumento de Borba Gato,Monumentos e estátuas,"Av. Santo Amaro, São Paulo, Estado de São Paulo, Brasil",,,20.0,"3,5",20%,15%,50%,5%,10%,False,-23.6324,-46.69181
/Attraction_Review-g303631-d12088258-Reviews-Universidade_de_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Universidade de São Paulo,Universidades e escolas,"Butantã, São Paulo, Estado de São Paulo, Brasil",,,8.0,"4,5",51%,37%,12%,0%,0%,False,-23.56459,-46.7055
/Attraction_Review-g303631-d4127643-Reviews-Teatro_Dias_Gomes-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Dias Gomes,Teatros,"Rua Domingos de Morais 348 | Vila Mariana, São Paulo, Estado de São Paulo 04010-000, Brasil",,,14.0,"4,0",35%,14%,44%,7%,0%,False,-23.5802,-46.64009
/Attraction_Review-g303631-d8830263-Reviews-Centro_Educacional_Esportivo_Edson_Arantes_do_Nascimento_Pelezao-Sao_Paulo_State_.html,Centro Educacional & Esportivo Edson Arantes do Nascimento - Pelezao,Complexos esportivos,"Rua Belmonte, 957 | Alto da Lapa, São Paulo, Estado de São Paulo 05088-050, Brasil",,,4.0,"4,0",25%,50%,25%,0%,0%,False,-23.52736,-46.72005
/Attraction_Review-g303631-d13565220-Reviews-Forasteiros_Viagens-Sao_Paulo_State_of_Sao_Paulo.html,FORASTEIROS VIAGENS,Trilhas para caminhada,"Avenida Paulista 807, São Paulo, Estado de São Paulo 01311-100, Brasil",,,3.0,"4,0",67%,0%,0%,33%,0%,False,-23.56635,-46.65067
/Attraction_Review-g303631-d8594365-Reviews-Centro_Esportivo_Tiete-Sao_Paulo_State_of_Sao_Paulo.html,Centro Esportivo Tietê,Trilhas para caminhada,"Avenida Santos Dumont 843 | Luz, São Paulo, Estado de São Paulo 01101-000, Brasil",,,8.0,"4,0",12%,51%,37%,0%,0%,False,-23.52133,-46.63053
/Attraction_Review-g303631-d8628206-Reviews-Praca_Cornelia-Sao_Paulo_State_of_Sao_Paulo.html,Praça Cornélia,Pontos de interesse,"Praça Cornélia | Água Branca, São Paulo, Estado de São Paulo 05043-030, Brasil",,,13.0,"3,0",7%,7%,63%,23%,0%,False,-23.52552,-46.69063
/Attraction_Review-g303631-d11970818-Reviews-SESC_Campo_Limpo-Sao_Paulo_State_of_Sao_Paulo.html,SESC Campo Limpo,Complexos esportivos,"Rua Nossa Sra. do Bom Conselho, 120 | Campo Limpo, São Paulo, Estado de São Paulo 05763-470, Brasil",,,6.0,"4,0",33%,51%,0%,0%,16%,False,-23.64276,-46.75903
/Attraction_Review-g303631-d10306920-Reviews-Church_of_Sao_Goncalo-Sao_Paulo_State_of_Sao_Paulo.html,Igreja de São Gonçalo,Igrejas e catedrais,"Praça Dr. João Mendes, São Paulo, Estado de São Paulo 01501-000, Brasil",,,11.0,"3,5",18%,37%,36%,9%,0%,False,-23.55207,-46.63428
/Attraction_Review-g303631-d7998272-Reviews-Igreja_de_Santo_Antonio-Sao_Paulo_State_of_Sao_Paulo.html,Igreja de Santo Antônio,Igrejas e catedrais,"Praça do Patriarca, 49, São Paulo, Estado de São Paulo 01002-010, Brasil",,,22.0,"4,0",18%,73%,9%,0%,0%,False,-23.54742,-46.63645
/Attraction_Review-g303631-d4377503-Reviews-Museum_of_Glasses_Gioconda_Giannini-Sao_Paulo_State_of_Sao_Paulo.html,Museu de Óculos Gioconda Giannini,Museus especializados,"Rua dos Ingleses n 108 | Bela Vista, São Paulo, Estado de São Paulo 01329-000, Brasil",,,10.0,"4,0",10%,90%,0%,0%,0%,False,-23.55884,-46.64721
/Attraction_Review-g303631-d10126638-Reviews-Rua_Sao_Bento-Sao_Paulo_State_of_Sao_Paulo.html,Rua São Bento,Trilhas panorâmicas,"São Paulo, Estado de São Paulo, Brasil",,,12.0,"4,0",33%,51%,16%,0%,0%,False,-23.20497,-47.30416
/Attraction_Review-g303631-d4127635-Reviews-Arthur_Azevedo_Theater-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Arthur Azevedo,Teatros,"Avenida Paes de Barros 955, São Paulo, Estado de São Paulo 03115-020, Brasil",,,12.0,"4,0",8%,67%,25%,0%,0%,False,-23.56338,-46.59704
/Attraction_Review-g303631-d7709606-Reviews-Biblioteca_Brasiliana_Guita_e_Jose_Mindlin-Sao_Paulo_State_of_Sao_Paulo.html,Biblioteca Brasiliana Guita e José Mindlin,Bibliotecas,"Rua da Biblioteca s/n | Cidade Universitaria USP, São Paulo, Estado de São Paulo 05508-065, Brasil",,,15.0,"4,5",68%,26%,6%,0%,0%,False,-23.56159,-46.72265
/Attraction_Review-g303631-d14959926-Reviews-Santuario_nossa_senhora_Mae_dos_Aflitos-Sao_Paulo_State_of_Sao_Paulo.html,Santuario nossa senhora Mãe dos Aflitos,Igrejas e catedrais,"Rua Aristeu Dias Leme 59 | Vila Gea, São Paulo, Estado de São Paulo 04691-050, Brasil",,,2.0,"5,0",100%,0%,0%,0%,0%,False,-23.67377,-46.6872
/Attraction_Review-g303631-d7099584-Reviews-Vila_Operaria_Maria_Zelia-Sao_Paulo_State_of_Sao_Paulo.html,Vila Operária Maria Zélia,Pontos de interesse,"Belém, São Paulo, Estado de São Paulo, Brasil",,,21.0,"4,0",38%,44%,14%,0%,4%,False,-23.50335,-46.47358
/Attraction_Review-g303631-d9601893-Reviews-Centro_Educacional_e_Esportivo_Alfredo_Inacio_Trindade-Sao_Paulo_State_of_Sao_Pau.html,Centro Educacional e Esportivo Alfredo Inacio Trindade,Complexos esportivos,"Rua Viri, 425 | Jardim São Paulo, São Paulo, Estado de São Paulo 02046-030, Brasil",,,3.0,"4,0",34%,33%,33%,0%,0%,False,-23.4952,-46.61296
/Attraction_Review-g303631-d10411765-Reviews-Dom_Pedro_II_Park-Sao_Paulo_State_of_Sao_Paulo.html,Parque Dom Pedro II,Parques,"Avenida do Estado, 3600, São Paulo, Estado de São Paulo 01025-020, Brasil",,,12.0,"2,0",8%,0%,16%,25%,51%,False,-23.54589,-46.63028
/Attraction_Review-g303631-d4377499-Reviews-A_CASA_Museu_do_Objeto_Brasileiro-Sao_Paulo_State_of_Sao_Paulo.html,A CASA Museu do Objeto Brasileiro,Museus especializados,"Avenida Pedroso de Morais, 1216/1234, São Paulo, Estado de São Paulo 05420-001, Brasil",Ter - Dom,11:00 - 19:00,15.0,"4,0",33%,55%,0%,6%,6%,False,-23.56283,-46.69219
/Attraction_Review-g303631-d17396262-Reviews-Teatro_Net-Sao_Paulo_State_of_Sao_Paulo.html,Teatro Net,Teatros,"R. Olimpíadas, 360 - 5 andar | Shopping Vila Olimpia, São Paulo, Estado de São Paulo 04551-000, Brasil",,,9.0,"4,5",67%,33%,0%,0%,0%,False,0.0,0.0
/Attraction_Review-g303631-d12674287-Reviews-Grupo_Escoteiro_Ibiraguacu-Sao_Paulo_State_of_Sao_Paulo.html,Grupo Escoteiro Ibiraguaçu,Centros cívicos,"Rua Itabapoana, 150, São Paulo, Estado de São Paulo 04689-050, Brasil",Sáb,14:00 - 18:00,5.0,"5,0",100%,0%,0%,0%,0%,False,-23.66835,-46.69338
/Attraction_Review-g303631-d3390287-Reviews-Springs_of_the_Tiete_Park-Sao_Paulo_State_of_Sao_Paulo.html,Parque Nascentes do Tietê,Parques,"Estr. do Pico Agudo , 15 km | Salesópolis, São Paulo, Estado de São Paulo, Brasil",,,31.0,"4,0",25%,50%,25%,0%,0%,False,-23.69679,-45.43525
/Attraction_Review-g303631-d19122701-Reviews-Rivas_Brewing_Co-Sao_Paulo_State_of_Sao_Paulo.html,Rivas Brewing Co.,Cervejarias,"Alameda dos Nhambiquaras 818 | Moema, São Paulo, Estado de São Paulo 04090-001, Brasil",Dom,11:00 - 19:00,6.0,"5,0",84%,16%,0%,0%,0%,False,-23.60637,-46.65878
/Attraction_Review-g303631-d10529630-Reviews-Santuario_Nossa_Senhora_de_Fatima-Sao_Paulo_State_of_Sao_Paulo.html,Santuário Nossa Senhora de Fatima,Igrejas e catedrais,"Rua Darwin 651 | Santo Amaro, São Paulo, Estado de São Paulo 04741-011, Brasil",,,6.0,"4,5",50%,50%,0%,0%,0%,False,-23.65228,-46.69616
/Attraction_Review-g303631-d7222325-Reviews-Igreja_de_Sao_Cristovao-Sao_Paulo_State_of_Sao_Paulo.html,Igreja de São Cristóvão,Igrejas e catedrais,"Avenida Tiradentes 84, São Paulo, Estado de São Paulo 01102-000, Brasil",,,12.0,"4,0",25%,42%,33%,0%,0%,False,-23.53013,-46.63173
/Attraction_Review-g303631-d4221422-Reviews-Giro_Cultural_USP-Sao_Paulo_State_of_Sao_Paulo.html,Giro Cultural USP,Museus especializados,"Avenida da Universidade - Butanta, São Paulo, Estado de São Paulo 05508-040, Brasil",,,31.0,"4,5",50%,38%,12%,0%,0%,False,-23.56336,-46.71603
/Attraction_Review-g303631-d8727851-Reviews-Shopping_Vila_Mariana-Sao_Paulo_State_of_Sao_Paulo.html,Shopping Vila Mariana,Shopping centers,"Rua Pelotas, 83 | Vila Mariana, São Paulo, Estado de São Paulo 04012-000, Brasil",,,23.0,"3,5",21%,8%,59%,8%,4%,False,-23.5814,-46.64343
/Attraction_Review-g303631-d12234654-Reviews-Catedral_Evangelica_de_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Catedral Evangélica de São Paulo,Locais religiosos e sagrados,"Rua Nestor Pestana 152, São Paulo, Estado de São Paulo 01303-010, Brasil",Dom,09:30 - 12:30,3.0,"4,5",67%,33%,0%,0%,0%,False,-23.54887,-46.64549
/Attraction_Review-g303631-d10676025-Reviews-Casa_do_Brincar-Sao_Paulo_State_of_Sao_Paulo.html,Casa do Brincar,Clínicas e quadras esportivas,"Rua Ferreira de Araujo 388, São Paulo, Estado de São Paulo 05428-001, Brasil",Seg - Sex,09:00 - 18:00,25.0,"4,5",84%,4%,8%,4%,0%,False,-23.56122,-46.69805
/Attraction_Review-g303631-d8797214-Reviews-Praca_Alexandre_de_Gusmao-Sao_Paulo_State_of_Sao_Paulo.html,Praça Alexandre de Gusmão,Parques,"Pç. Alexandre de Gusmão | Jardim Paulista, São Paulo, Estado de São Paulo 01419-010, Brasil",,,14.0,"3,5",21%,21%,51%,7%,0%,False,-23.56394,-46.65646
/Attraction_Review-g303631-d8677326-Reviews-Cemiterio_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html,Cemitério São Paulo,Cemitérios,"Rua Cardeal Arcoverde, 1217, São Paulo, Estado de São Paulo 05407-001, Brasil",,,7.0,"4,0",44%,28%,28%,0%,0%,False,-23.55901,-46.68382
/Attraction_Review-g303631-d8480386-Reviews-CPTM_Companhia_Paulista_de_Trens_Metropolitanos-Sao_Paulo_State_of_Sao_Paulo.html,CPTM - Companhia Paulista de Trens Metropolitanos,Sistemas de transporte de massa,"São Paulo, Estado de São Paulo 01120-010, Brasil",,,40.0,"3,0",10%,22%,34%,17%,17%,False,-23.20497,-47.30416
/Attraction_Review-g303631-d4377507-Reviews-Anatomy_Museum-Sao_Paulo_State_of_Sao_Paulo.html,Museu de Anatomia,Museus especializados,"Rua Botucatu 740 Edificio Leitao da | Vila Clementino, São Paulo, Estado de São Paulo 04023-900, Brasil",,,6.0,"4,5",50%,50%,0%,0%,0%,False,0.0,0.0
/Attraction_Review-g303631-d8564970-Reviews-Piknik_Faria_Lima-Sao_Paulo_State_of_Sao_Paulo.html,Piknik Faria Lima,Pontos de interesse,"Av. Avenida Reboucas, 3128 | Rua Henrique Monteiro, 125, São Paulo, Estado de São Paulo 04116-250, Brasil",,,70.0,"4,5",65%,22%,10%,2%,1%,False,0.0,0.0
/Attraction_Review-g303631-d12717913-Reviews-Boulevard_Monti_Mare-Sao_Paulo_State_of_Sao_Paulo.html,Boulevard Monti Mare,Shopping centers,"Avenida Paulista 392 | Bela Vista, São Paulo, Estado de São Paulo 01310-000, Brasil",,,3.0,"3,5",34%,33%,0%,0%,33%,False,-23.56558,-46.65143
/Attraction_Review-g303631-d15619876-Reviews-Lollapalooza_Brasil-Sao_Paulo_State_of_Sao_Paulo.html,Lollapalooza Brasil,Festivais de música,"Av. Sen. Teotônio Vilela, 261, São Paulo, Estado de São Paulo 04801-010, Brasil",,,3.0,"5,0",100%,0%,0%,0%,0%,False,-23.70376,-46.70092
/Attraction_Review-g303631-d14006090-Reviews-Chacara_Lane-Sao_Paulo_State_of_Sao_Paulo.html,Chácara Lane,Galerias de arte,"Rua da Consolacao 1024 | Consolação, São Paulo, Estado de São Paulo 01302-000, Brasil",,,3.0,"4,0",34%,33%,33%,0%,0%,False,-23.54749,-46.64536
/Attraction_Review-g303631-d4127661-Reviews-Joao_Caetano_Theater-Sao_Paulo_State_of_Sao_Paulo.html,Teatro João Caetano,Teatros,"Rua Borges Lagoa 650, São Paulo, Estado de São Paulo 04038-001, Brasil",,,14.0,"3,5",7%,35%,51%,0%,7%,False,-23.59682,-46.64309
/Attraction_Review-g303631-d8686473-Reviews-Templo_Tzong_Kwan-Sao_Paulo_State_of_Sao_Paulo.html,Templo Tzong Kwan,Locais religiosos e sagrados,"Rua Rio Grande 498, São Paulo, Estado de São Paulo 04018-001, Brasil",,,6.0,"4,5",33%,67%,0%,0%,0%,False,-23.58889,-46.64217
/Attraction_Review-g303631-d17380363-Reviews-Green_Camp_Centro_de_Lazer_e_Pescaria-Sao_Paulo_State_of_Sao_Paulo.html,Green Camp Centro de Lazer e Pescaria,Parques aquáticos,"Rod. Vicinal Santa Rosa, km 5, s/n | Vicinal - Chácaras Campos dos Amarais, São Paulo, Estado de São Paulo 13160-000, Brasil",,,2.0,"5,0",100%,0%,0%,0%,0%,False,0.0,0.0
